romaji,kanji,meaning
joushiki,常識,common sense
yuubin,郵便,mail post
un,運,fortune luck
roudou,労働,labor
tanjou,誕生,birth creation formation
ose,汗,sweat perspiration moisture
shitsugyou,失業,unemployment losing ones job
shokuyoku,食欲,appetite for food
suuji,数字,numeral figure digit
moufu,毛布,blanket
bunseki,分析,analysis
konyaku,婚約,engagement betrothal
sabaku,砂漠,desert
shosai,書斎,study library den home office
inyou,引用,quotation citation reference
ijou,異常,strangeness abnormality disorder
shita,舌,tongue
kantoku,監督,supervision control direction manager
hari,針,needle pin hooke thorn
warai,笑い,laugh laughter smile
kouka,硬貨,coin
sokudo,速度,speed velocity pace rate
taishou,対象,target object subject
zetsumetsu,絶滅,extinction extermination eradication
kankaku,感覚,sense sensation feeling intuition
hakushu,拍手,clapping hands applause
yosan,予算,estimate budget
busshitsu,物質,material substance
hihyou,批評,criticism critique review commentary
antei,安定,stability steadiness equilibrium
nougyou,農業,agriculture
tani,谷,valley
dokushin,独身,single unmarried
sekitan,石炭,coal
doro,泥,mud slush dirt thief
nouka,農家,farmer farming family
gikai,議会,congress parliament
su,巣,nest den hive breeding place
kenchiku,建築,construction architecture
katsuyou,活用,practical use application
chiji,知事,governor
taion,体温,body temperature
hizuke,日付,date dating
kyuushuu,吸収,absorption suction attraction
shinkou,信仰,faith belief creed
kinyuu,金融,finance financing
daijin,大臣,cabinet minister
gaikou,外交,diplomacy
tsubasa,翼,wing wings
eigyou,営業,business trade operations sales
jinshu,人種,race of people
kasai,火災,fire conflagration
genjou,現状,present condition status quo
kaiga,絵画,painting picture
joshu,助手,assistant helper
kinko,金庫,safe strongbox vault
ita,板,board plank sheet of metal pane cutting board
sagyou,作業,work operation manufacturing
kumiai,組合,association union guild
dentou,伝統,tradition
shokuhin,食品,food products
genshou,現象,phenomenon
kishi,岸,bank coast shore
honoo,炎,flame blaze
kokyuu,呼吸,breathing respiration knack trick
tozan,登山,mountain climbing
kossetsu,骨折,bone fracture
kenpou,憲法,constitution
tsuyu,梅雨,rainy season
chinou,知能,intelligence intellect brains
insatsu,印刷,printing
dairi,代理,representation agency prox attorney acting
koukuu,航空,aviation flying
juutai,渋滞,traffic congestion delay stagnation
taishi,大使,ambassador
hodou,歩道,foothpath walkway sidewalk
eiyou,栄養,nutrition nourishment
moyou,模様,pattern figure design state condition
eisei,衛星,satellite moon
giin,議員,member of an assembly diet parliament congress
kan,缶,can tin
chika,地下,underground below the ground lower levels
doutoku,道徳,morals morality
fue,笛,flute pipe whistle
sabetsu,差別,distinction differentiation discrimination
kokugo,国語,national language
wan,湾,bay gulf inlet
taiiku,体育,physical education pe gym
fude,筆,writing brush paintbrush pen
ku,句,section sentence phrase passage
sakkyoku,作曲,composition music setting
me,芽,sprout shoot bud
kona,粉,flour meal powder dust
awa,泡,bubble foam froth head on beer
denshi,電子,electron electronic
nettai,熱帯,tropics
ume,梅,japanese apricot plum
meshi,飯(male),cooked steamed rice meal male language
nou,能,talent gift function
baka,ばか,idiot moron fool
shibashiba,屡々,often again and again repeatedly
nagareru,流れる,to stream flow run be washed away
anki,暗記,memorization learning by heart
hoo,頬,cheek of face
esa,餌,animal feed fodder pet food bait
shiki,式,equation formula expression ceremony
himo,紐,string cord pimp conidtions
rensou,連想,association of ideas suggestion
chiheisen,地平線,horizon
ba,場,place spot space field
doushi,動詞,verb
sode,袖,sleeve
hai,灰,ash ashes
to,と,and if when with
gaishutsu,がいしゅつ,going out leaving
touji,当時,at that time in those days
ippou,一方,one on the other hand whereas although
hatten,発展,development growth expansion
futago,双子,twin twins
dantai,団体,group party team organization
yonaka,夜中,middle of the night dead of night
chuuou,中央,center middle heart capital city
kyoudou,共同,doing together sharing common
toori,通り,street way road coming and going
hokori,ほこり,dust
nichi,日(nichi),sunday day counter
koto,事,thing matter incident circumstances
yo-roppa,ヨーロッパ,europe
karera,彼ら,they them males
shiri,尻,butt behind bottom
shuppatsu,出発,departure
okoru,起こる,to occur happen
kangae,考え,thinking though view opinion idea
nanimo,何も,not anything nothing at all
yuujin,友人,friend
doryoku,努力,effort exertion endeavour hard work
oeru,終える,to finish graduate
kanjiru,感じる,to feel sense experience
teian,提案,proposal proposition suggestion
shusseki,出席,attendance presence appearance
touchaku,到着,arrival
shi,氏,mr mrs ms miss clan
ushinau,失う,to lose miss concede
tada,ただ,ordinary common usual only merely just but however
muda,無駄,futility waste uselessness pointlessness
enjo,援助,assistance aid support
sewa,世話,care looking after help assistance aid
kitaku,帰宅,returning home
kaigou,会合,meeting assembly gathering association
omae,お前,you
giron,議論,argument discussion dispute controversy
konnan,困難,difficulty hardship trouble distress
kesshin,決心,determination resolution
youkyuu,要求,demand firm request requisition requirement
dame,だめ,no good useless broken hopeless cannot must not
nenkan,年間,period of a year during an era
uketoru,受け取る,to receive get accept take
ooini,大いに,very much greatly a lot of
taizai,滞在,stay sojourn
mazushii,貧しい,poor needy
shuuri,修理,repair mending fixing servicing
ayamari,誤り,error mistake slip bug
kyoushi,教師,classroom teacher
ninki,人気,popularity public favor
deau,出会う,to meet by chance run across encounter
jissai,実際,reality actuality truth fact
sainou,才能,talent ability
ketten,欠点,fault defect flaw weak point weakness
sarani,さらに,futhermore again after all more moreover
handan,判断,judgement decision conclusion
houmon,訪問,call visit
taido,態度,attitude manner behavior
sudeni,既に,already too late
kettei,決定,decision determination
seikaku,正確,accurate correct precise exact
shuchou,主張,claim insistence assertion opinion
tayori,便り,news tiding informations correspondence
enki,延期,postponement deferment
shoubai,商売,trade business commerce
yorokobi,喜び,joy delight pleasure happiness
teishutsu,提出,presentation submission
akiraka,明らか,clear obvious evident plain bright
hanashiau,話し合う,to discuss to talk together
konomu,好む,to like prefer
fusoku,不足,insufficiency deficiency shortage lack
oitsuku,追いつく,to catch up with draw level
manichi,万一,if by some chance the worst case scenario
henka,変化,change variation alteration transformation variety
osoreru,恐れる,to fear be afraid of
kouun,幸運,good luck fortune
shuukan,週間,week
kanarazushimo,必ずしも,not always necessarily entirely all
tayoru,頼る,to count on
nokosu,残す,to leave behind save set aside
koukei,光景,scene spectacle sight view
tatakau,戦う,to make war fight do battle compete
tsuneni,常に,always constantly
chuushi,中止,suspension stoppage interruption
tassuru,達する,to reach get to arrive at
chii,地位,social position status
joukyaku,乗客,passenger
kachi,勝ち,win victory
sonaeru,備える,to furnish with provid install prepare for
issou,一層,much more more than ever sooner
shoku,職,job work employment occupation position duties
kesseki,欠席,absence non attendance
moeru,燃える,to burn get fired up
oou,覆う,to cover hide conceal wrap disguise
kyoukyuu,供給,supply provision
shudan,手段,means way measure
noseru,乗せる,to place on give a ride load
senjitsu,先日,the other day a few days ago
tojiru,閉じる,to close shut
mushi,無視,disregarding ignoring
akari,明かり,light illumination glow gleam
shiharau,支払う,to pay
henkou,変更,change modification alteration revision
chigai,違い,difference distinction mistake error
awaseru,合わせる,to match join together combine connect
bijin,美人,beautiful woman beauty
jitsugen,実現,implementation materialization realization
osoraku,おそらく,perhaps likely probably I dare say
seihin,製品,manufactured goods product
kangei,歓迎,welcome reception
daibubun,大部分,for the most part majority
toosu,通す,to stick through force through pass
joyuu,女優,actress female actor
keiei,経営,management administration operation
zouka,増加,increase rise growth addition
monogoto,物事,things everything
oudan,横断,crossing traversing
kanshin,関心,concern interest
sai,際,on the occasion of circumstances
shiharai,支払い,payment
fujin,婦人,woman lady adult female
katsudou,活動,activity action
kouryo,考慮,consideration taking into account
koi,恋,romantic love
ketsuron,結論,conclusion
meijiru,命じる,to order command
dekigoto,出来事,incident affair happening event
miokuri,見送り,seeing one off farewell escort
shokuryou,食料,food
nozomi,望み,want desire wish
shokumotsu,食物,food
hobo,ほぼ,almost roughly approximately about
tashikameru,確かめる,to ascertain check make sure
kuwaeru,加える,to add up sum increase
shiyou,使用,use application employment
kuse,癖,habit tendency
shori,処理,processing dealing with treatment
douyou,同様,same similar just like equal
ateru,当てる,to hit expose
kanou,可能,possible potential practicable feasible
gaka,画家,painter artist
tadachini,直ちに,at once immediately right away
nagameru,眺める,to look at gaze watch stare
shinkoku,深刻,serious severe grave acute
kouka,高価,highly priced expensive valuable costly
keikoku,警告,warning advice
choujou,頂上,top summit peak
kizu,傷,wound injury cut gash chip flaw
higai,被害,damage injury harm
shinchou,慎重,careful cautious prudent discreet
kurashi,暮らし,way of life living livelihood
kakaeru,抱える,to hold in ones arms
mochiiru,用いる,to use
juudai,重大,serious important significant
kurikaesu,繰り返す,to repeat to do something over again
bin,瓶,bottle jar
fujin,夫人,wife mrs madam
konomi,好み,liking taste choice
songai,損害,damage injury loss
konkai,今回,this time now
shitashii,親しい,close familiar friendly intimate
kagiru,限る,to restrict limit confine
yononaka,世の中,society the world times
saiwai,幸い,happiness luck fortune
ryoukin,料金,fee charge fare
yuunou,有能,able capable competent talented
fujiyuu,不自由,discomfort inconvenience
yuukou,有効,valid effective
kazoeru,数える,to count enumerate
iwaba,いわば,so to speak as it were
teido,程度,degree amount grade standard
tsugitsugi,次々,in succession one by one
shitagatte,したがって,therefore consequently accordingly
kubetsu,区別,distinction differentiation classification
tokai,都会,city
shibafu,芝生,lawn grass
kichou,貴重,precious valuable
uragiru,裏切る,to betray turn traitor to double cross
shinsen,新鮮,fresh
mendou,面倒,trouble bother difficulty
soshiki,組織,organization formation structure system
yutaka,豊か,abundant plentiful rich ample
shitsubou,失望,disappointment despair
hakaru,計る,to measure weight survey time
kyuusoku,急速,rapid progress
seizou,製造,manufacture production
kensa,検査,inspection examination scan
hihan,批判,criticism judgement comment
kongo,今後,from now on hereafter
genba,現場,spot scene site
tetsudai,手伝い,helper assistant help
houfu,豊富,abundant plentiful rich ample
yuuri,有利,advantageous favourable better stronger
hikaku,比較,comparison
kousei,構成,composition makeup construction formation
musubu,結ぶ,to tie bind link connect
kaiteki,快適,pleasant agreeable comfortable
hataraki,働き,work labor performance salary income
kanjou,勘定,calculation computation bill check
chokusetsu,直接,direct immediate personal firsthand
oujiru,応じる,to respond satisfy accept comply with
kaishaku,解釈,explanation interpretation
kentou,検討,consideration examination study analysis
nazo,謎,riddle mystery
karu,刈る,to cut mow clip trimp
kakomu,囲む,to surround encircle enclose besiege
tomo,友,friend companion comrade pal
juyou,需要,demand request
herasu,減らす,to abate decrease diminish
gai,害,injury harm evil damage
tobidasu,飛び出す,to jump out fly out run
shisou,思想,thought idea ideology
sentaku,選択,choice selection option
osen,汚染,pollution contamination
tekisetsu,適切,appropriate suitable fitting apt
nayamu,悩む,to be worried troubled
kanashimu,悲しむ,to be sad mourn for regret
jiki,時期,time season period phase
sakumotsu,作物,crop crops produce
surudoi,鋭い,sharp pointed stabbing cutting stinging
chuumoku,注目,notice attention
touan,答案,exam paper answer sheet
furi,不利,disadvantage handicap
shuyou,主要,chief main principal major
shuui,周囲,surroundings circumference
shimai,姉妹,sisters
shuuchuu,集中,concentration focusing
gimon,疑問,doubt question suspicion dubiouness
sosogu,注ぐ,to pour sprinkle on flow into
okuru,贈る,to give as a gift present confer
kirau,嫌う,to hate dislike loathe
daihyou,代表,representative representation delegation type
nande,なんで,why what for
kawaisou,かわいそう,poor pathetic pitiful
haitatsu,配達,delivery
junchou,順調,favorable doing well ok all right
kozutsumi,小包,parcel package
migoto,見事,splendid magnificent excellent fine
shomotsu,書物,book volume
keiki,景気,business conditions the market
bunya,分野,field sphere realm division branch
ikka,一家,a family household home
shirushi,印,mark sign symbol emblem
eikyuu,永久,eternity permanence perpetuity
shinyuu,親友,close friend buddy
ifuku,衣服,clothes
hazusu,外す,to remove take off detach
kouen,講演,lecture address speech
nattoku,納得,consent assent agreement understanding
shugi,主義,doctrine rule principle ism
kokkai,国会,national diet legislative assembly of japan
kinyuu,記入,entry filling in out
tekiyou,適用,applying adoption
goukei,合計,sum total amount
shokutaku,食卓,dining table
taihan,大半,majority more than half most of
sonchou,尊重,respect esteem regard
nuno,布,cloth
kanri,管理,control management
modosu,戻す,to put back return restore vomit throw up
youso,要素,component factor item element member
kanshin,感心,admiration being impressed admirable praiseworth
kutsuu,苦痛,pain agony bitterness
hani,範囲,extent scope range span
kawa,皮,skin hide pelt fur rind peel shell
wakare,別れ,parting separation farewell
kokufuku,克服,conquest overcoming victory over
ronsou,論争,dispute controversy debate argument
odayaka,穏やか,calm quiet gentle peaceful mild
shougai,障害,obstacle impediment hindrance handicap disability
kouken,貢献,contribution services
nendai,年代,age era period date
tameshi,試し,trial test
meikaku,明確,clear precise definite distinct
idou,移動,movement transfer migration mobile
kamoku,科目,subject curriculum course item entry
shounin,承認,recognition acknowledgement approval consent
kinsen,金銭,money cash
kisha,記者,reporter journalist
chosha,著者,author writer
tabitabi,度々,often again and again over and over
yousuruni,要するに,to make a long story short to put simply
keiyu,経由,going through by way of
youki,陽気,cheerful merry lively
junban,順番,turn order of things
kyoutsuu,共通,common shared mutual
hipparu,引っ張る,to pull draw string
noki,軒(noki),eaves eave
dokutoku,独特,peculiarity uniqueness characteristic
fuukei,風景,scenery scene landscape view sight
hozon,保存,save storage saving
kikan,期間,period term interval
son,損,loss damage harm handicap
nikkou,日光,sunlight sunshine sunbeams
daikin,代金,price cost charge payment bill fee
